geneNID,geneId,geneName,geneDescription,pLI,DSI,DPI
4003,5567,PRKACB,protein kinase cAMP-activated catalytic subunit beta,0.35122,0.67,0.577
4004,5568,PRKACG,protein kinase cAMP-activated catalytic subunit gamma,,0.644,0.654
4007,5573,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha,0.99985,0.401,0.846
4008,5575,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta,0.17935,0.716,0.385
4011,5578,PRKCA,protein kinase C alpha,0.3677,0.44,0.846
4012,5579,PRKCB,protein kinase C beta,1,0.453,0.885
4013,5580,PRKCD,protein kinase C delta,0.99995,0.48,0.846
4014,5581,PRKCE,protein kinase C epsilon,0.99988,0.597,0.692
4016,5583,PRKCH,protein kinase C eta,0.42878,0.653,0.577
4017,5584,PRKCI,protein kinase C iota,0.067986,0.584,0.5
4018,5585,PKN1,protein kinase N1,0.20442,0.647,0.692
4019,5586,PKN2,protein kinase N2,1,0.711,0.423
4020,5587,PRKD1,protein kinase D1,6.6485e-07,0.531,0.846
4021,5588,PRKCQ,protein kinase C theta,0.2972,0.636,0.654
4022,5589,PRKCSH,protein kinase C substrate 80K-H,1.0122e-07,0.674,0.538
4023,5590,PRKCZ,protein kinase C zeta,0.541,0.604,0.654
4024,5591,PRKDC,"protein kinase, DNA-activated, catalytic subunit",1,0.54,0.808
4025,5592,PRKG1,protein kinase cGMP-dependent 1,0.99938,0.603,0.769
4027,5594,MAPK1,mitogen-activated protein kinase 1,0.99698,0.33,0.923
4028,5595,MAPK3,mitogen-activated protein kinase 3,0.036884,0.379,0.885
4030,5597,MAPK6,mitogen-activated protein kinase 6,0.69646,0.678,0.346
4031,5598,MAPK7,mitogen-activated protein kinase 7,0.0031023,0.553,0.654
4032,5599,MAPK8,mitogen-activated protein kinase 8,0.99823,0.397,0.885
4034,5601,MAPK9,mitogen-activated protein kinase 9,0.069738,0.561,0.731
4035,5602,MAPK10,mitogen-activated protein kinase 10,0.27553,0.606,0.692
4037,5604,MAP2K1,mitogen-activated protein kinase kinase 1,0.89669,0.439,0.846
4038,5605,MAP2K2,mitogen-activated protein kinase kinase 2,0.96673,0.534,0.731
4042,5609,MAP2K7,mitogen-activated protein kinase kinase 7,0.99552,0.419,0.808
4043,5610,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,0.017643,0.538,0.769
4048,5617,PRL,prolactin,2.9015e-07,0.406,0.885
4049,5618,PRLR,prolactin receptor,0.98732,0.572,0.692
4052,5621,PRNP,prion protein,0.00063182,0.445,0.923
4053,5623,PSPN,persephin,0.00011172,0.608,0.769
4054,5624,PROC,"protein C, inactivator of coagulation factors Va and VIIIa",1.9118e-05,0.504,0.808
4055,5625,PRODH,proline dehydrogenase 1,5.3577e-12,0.612,0.692
4056,5626,PROP1,PROP paired-like homeobox 1,0.087746,0.576,0.615
4059,5629,PROX1,prospero homeobox 1,0.99884,0.565,0.538
4060,5630,PRPH,peripherin,4.7898e-14,0.623,0.462
4061,5631,PRPS1,phosphoribosyl pyrophosphate synthetase 1,0.91542,0.584,0.731
4069,5644,PRSS1,serine protease 1,4.1384e-11,0.563,0.692
4070,5645,PRSS2,serine protease 2,,0.628,0.769
4071,5646,PRSS3,serine protease 3,3.5636e-12,0.617,0.615
4072,5648,MASP1,mannan binding lectin serine peptidase 1,1.2276e-11,0.565,0.885
4073,5649,RELN,reelin,1,0.515,0.731
4075,5651,TMPRSS15,transmembrane serine protease 15,4.5847e-32,0.751,0.385
4077,5653,KLK6,kallikrein related peptidase 6,0.0060052,0.575,0.654
4078,5654,HTRA1,HtrA serine peptidase 1,0.00049201,0.532,0.692
4079,5655,KLK10,kallikrein related peptidase 10,4.3662e-07,0.608,0.538
4080,5657,PRTN3,proteinase 3,3.8044e-05,0.503,0.808
4081,5660,PSAP,prosaposin,0.99051,0.532,0.846
4083,5663,PSEN1,presenilin 1,0.97322,0.469,0.846
4084,5664,PSEN2,presenilin 2,0.00053736,0.55,0.654
4089,5673,PSG5,pregnancy specific beta-1-glycoprotein 5,8.8239e-22,0.631,0.615
4091,5676,PSG7,pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene),,0.821,0.346
4096,5683,PSMA2,proteasome 20S subunit alpha 2,0.98234,0.792,0.231
4098,5685,PSMA4,proteasome 20S subunit alpha 4,0.59959,0.716,0.385
4099,5686,PSMA5,proteasome 20S subunit alpha 5,0.99376,0.674,0.538
4100,5687,PSMA6,proteasome 20S subunit alpha 6,0.98619,0.653,0.654
4103,5690,PSMB2,proteasome 20S subunit beta 2,0.91397,0.821,0.269
4105,5692,PSMB4,proteasome 20S subunit beta 4,0.0026437,0.659,0.615
4108,5695,PSMB7,proteasome 20S subunit beta 7,0.89419,0.839,0.269
4109,5696,PSMB8,proteasome 20S subunit beta 8,0.021795,0.533,0.808
4110,5697,PYY,peptide YY,0.011784,0.588,0.615
4111,5698,PSMB9,proteasome 20S subunit beta 9,0.0027499,0.514,0.808
4116,5704,PSMC4,"proteasome 26S subunit, ATPase 4",0.30101,0.931,0.077
4120,5708,PSMD2,"proteasome 26S subunit, non-ATPase 2",1,0.612,0.692
4121,5709,PSMD3,"proteasome 26S subunit, non-ATPase 3",0.99997,0.751,0.462
4123,5711,PSMD5,"proteasome 26S subunit, non-ATPase 5",3.2398e-08,0.89,
4129,5718,PSMD12,"proteasome 26S subunit, non-ATPase 12",0.99984,0.578,0.808
4133,5723,PSPH,phosphoserine phosphatase,0.00096703,0.57,0.808
4136,5726,TAS2R38,taste 2 receptor member 38,0.1303,0.531,0.808
4137,5727,PTCH1,patched 1,1,0.398,0.885
4138,5728,PTEN,phosphatase and tensin homolog,0.25651,0.305,0.923
4139,5729,PTGDR,prostaglandin D2 receptor,3.58e-06,0.65,0.615
4140,5730,PTGDS,prostaglandin D2 synthase,0.0050922,0.503,0.846
4141,5731,PTGER1,prostaglandin E receptor 1,0.00097345,0.674,0.538
4142,5732,PTGER2,prostaglandin E receptor 2,0.0074901,0.597,0.731
4143,5733,PTGER3,prostaglandin E receptor 3,0.37217,0.601,0.731
4144,5734,PTGER4,prostaglandin E receptor 4,0.9755,0.558,0.731
4145,5737,PTGFR,prostaglandin F receptor,0.066085,0.705,0.423
4148,5740,PTGIS,prostaglandin I2 synthase,1.197e-09,0.617,0.654
4149,5741,PTH,parathyroid hormone,0.012093,0.397,0.846
4150,5742,PTGS1,prostaglandin-endoperoxide synthase 1,6.2425e-07,0.46,0.885
4151,5743,PTGS2,prostaglandin-endoperoxide synthase 2,0.99597,0.314,0.962
4152,5744,PTHLH,parathyroid hormone like hormone,0.81146,0.453,0.846
4153,5745,PTH1R,parathyroid hormone 1 receptor,0.57253,0.544,0.731
4155,5747,PTK2,protein tyrosine kinase 2,0.99987,0.497,0.808
4159,5757,PTMA,prothymosin alpha,0.034451,0.604,0.731
4162,5764,PTN,pleiotrophin,0.0075073,0.515,0.808
4166,5771,PTPN2,protein tyrosine phosphatase non-receptor type 2,0.99953,0.538,0.692
4167,5774,PTPN3,protein tyrosine phosphatase non-receptor type 3,6.706e-09,0.647,0.462
4169,5777,PTPN6,protein tyrosine phosphatase non-receptor type 6,0.99999,0.485,0.769
4172,5781,PTPN11,protein tyrosine phosphatase non-receptor type 11,0.99998,0.385,0.923
4175,5784,PTPN14,protein tyrosine phosphatase non-receptor type 14,0.22055,0.638,0.615
4178,5788,PTPRC,protein tyrosine phosphatase receptor type C,1,0.435,0.808
4179,5789,PTPRD,protein tyrosine phosphatase receptor type D,1,0.584,0.731
4183,5793,PTPRG,protein tyrosine phosphatase receptor type G,5.0736e-06,0.619,0.731
4185,5795,PTPRJ,protein tyrosine phosphatase receptor type J,1.2879e-11,0.606,0.615
4186,5796,PTPRK,protein tyrosine phosphatase receptor type K,0.90291,0.686,0.385
4188,5798,PTPRN,protein tyrosine phosphatase receptor type N,7.9561e-07,0.736,0.346
4193,5803,PTPRZ1,protein tyrosine phosphatase receptor type Z1,0.98997,0.623,0.615
4195,5805,PTS,6-pyruvoyltetrahydropterin synthase,6.4613e-06,0.636,0.654
4196,5806,PTX3,pentraxin 3,6.9827e-05,0.457,0.808
4198,5813,PURA,purine rich element binding protein A,0.94029,0.644,0.5
4200,5816,PVALB,parvalbumin,0.086602,0.547,0.692
4201,5817,PVR,PVR cell adhesion molecule,3.922e-10,0.51,0.769
4202,5818,NECTIN1,nectin cell adhesion molecule 1,0.061154,0.523,0.808
4203,5819,NECTIN2,nectin cell adhesion molecule 2,0.96926,0.575,0.769
4204,5820,PVT1,Pvt1 oncogene,,0.495,0.731
4206,5824,PEX19,peroxisomal biogenesis factor 19,0.0003188,0.584,0.731
4208,5826,ABCD4,ATP binding cassette subfamily D member 4,1.3364e-12,0.769,0.308
4210,5828,PEX2,peroxisomal biogenesis factor 2,0.00025931,0.582,0.654
4211,5829,PXN,paxillin,0.082342,0.547,0.654
4212,5830,PEX5,peroxisomal biogenesis factor 5,5.5557e-05,0.561,0.731
4213,5831,PYCR1,pyrroline-5-carboxylate reductase 1,0.00019947,0.57,0.654
4214,5832,ALDH18A1,aldehyde dehydrogenase 18 family member A1,0.00081212,0.551,0.769
4216,5834,PYGB,glycogen phosphorylase B,1.4144e-14,0.792,0.308
4218,5837,PYGM,"glycogen phosphorylase, muscle associated",2.033e-13,0.65,0.577
4225,5864,RAB3A,"RAB3A, member RAS oncogene family",0.9463,0.691,0.462
4229,5868,RAB5A,"RAB5A, member RAS oncogene family",0.62452,0.601,0.731
4230,5869,RAB5B,"RAB5B, member RAS oncogene family",0.026434,0.722,0.346
4231,5870,RAB6A,"RAB6A, member RAS oncogene family",0.95237,0.716,0.462
4232,5871,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,1.5422e-11,0.89,0.154
4235,5874,RAB27B,"RAB27B, member RAS oncogene family",0.038714,0.608,0.692
4239,5878,RAB5C,"RAB5C, member RAS oncogene family",0.93717,0.736,0.308
4240,5879,RAC1,Rac family small GTPase 1,0.76228,0.429,0.962
4244,5884,RAD17,RAD17 checkpoint clamp loader component,0.0569,0.7,0.269
4245,5885,RAD21,RAD21 cohesin complex component,0.99701,0.528,0.846
4248,5888,RAD51,RAD51 recombinase,0.026578,0.447,0.846
4249,5889,RAD51C,RAD51 paralog C,6.1906e-14,0.533,0.692
4250,5890,RAD51B,RAD51 paralog B,2.079e-15,0.556,0.769
4252,5892,RAD51D,RAD51 paralog D,1.0631e-09,0.674,0.385
4254,5894,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",0.85295,0.418,0.885
4255,5896,RAG1,recombination activating 1,2.7659e-05,0.509,0.769
4256,5897,RAG2,recombination activating 2,0.020287,0.507,0.769
4257,5898,RALA,RAS like proto-oncogene A,0.97289,0.656,0.577
4258,5899,RALB,RAS like proto-oncogene B,0.020067,0.861,0.231
4264,5906,RAP1A,"RAP1A, member of RAS oncogene family",0.62227,0.502,0.808
4265,5908,RAP1B,"RAP1B, member of RAS oncogene family",0.90995,0.565,0.769
4268,5911,RAP2A,"RAP2A, member of RAS oncogene family",0.85068,0.751,0.538
4270,5913,RAPSN,receptor associated protein of the synapse,0.0015148,0.593,0.731
4271,5914,RARA,retinoic acid receptor alpha,0.96305,0.47,0.846
4272,5915,RARB,retinoic acid receptor beta,0.99983,0.478,0.846
4274,5917,RARS1,arginyl-tRNA synthetase 1,3.2689e-08,0.604,0.538
4276,5919,RARRES2,retinoic acid receptor responder 2,2.716e-05,0.519,0.731
4278,5921,RASA1,RAS p21 protein activator 1,1,0.481,0.885
4279,5922,RASA2,RAS p21 protein activator 2,7.391e-31,0.579,0.769
4280,5923,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1,0.99999,0.537,0.769
4281,5924,RASGRF2,Ras protein specific guanine nucleotide releasing factor 2,0.15243,0.644,0.615
4282,5925,RB1,RB transcriptional corepressor 1,1,0.444,0.885
4289,5932,RBBP8,"RB binding protein 8, endonuclease",3.0764e-12,0.584,0.808
4290,5933,RBL1,RB transcriptional corepressor like 1,2.9339e-12,0.666,0.385
4292,5935,RBM3,RNA binding motif protein 3,0.82616,0.595,0.654
4296,5940,RBMY1A1,RNA binding motif protein Y-linked family 1 member A1,0.29035,0.736,0.423
4300,5949,RBP3,retinol binding protein 3,0.00010889,0.621,0.5
4301,5950,RBP4,retinol binding protein 4,0.51951,0.493,0.808
4312,5966,REL,"REL proto-oncogene, NF-kB subunit",0.99836,0.579,0.692
4313,5967,REG1A,regenerating family member 1 alpha,1.3499e-05,0.467,0.846
4316,5970,RELA,"RELA proto-oncogene, NF-kB subunit",0.99948,0.406,0.885
4317,5971,RELB,"RELB proto-oncogene, NF-kB subunit",0.994,0.597,0.731
4318,5972,REN,renin,2.4297e-07,0.37,0.923
4320,5976,UPF1,UPF1 RNA helicase and ATPase,1,0.663,0.615
4321,5977,DPF2,double PHD fingers 2,0.99985,0.604,0.731
4322,5978,REST,RE1 silencing transcription factor,0.99186,0.535,0.808
4323,5979,RET,ret proto-oncogene,1,0.392,0.885
4324,5980,REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit",1,0.588,0.654
4325,5981,RFC1,replication factor C subunit 1,0.97305,0.541,0.808
4326,5982,RFC2,replication factor C subunit 2,2.2054e-06,0.52,0.769
4336,5992,RFX4,regulatory factor X4,0.99999,0.821,0.231
4337,5993,RFX5,regulatory factor X5,1.9605e-11,0.65,0.577
4338,5994,RFXAP,regulatory factor X associated protein,0.023275,0.663,0.577
4341,5997,RGS2,regulator of G protein signaling 2,5.6973e-06,0.561,0.769
4342,5998,RGS3,regulator of G protein signaling 3,2.2646e-11,0.722,0.385
4343,5999,RGS4,regulator of G protein signaling 4,5.1409e-08,0.621,0.577
4349,6005,RHAG,Rh associated glycoprotein,0.010404,0.716,0.346
4350,6006,RHCE,Rh blood group CcEe antigens,0.0011629,0.666,0.5
4351,6007,RHD,Rh blood group D antigen,2.8534e-05,0.612,0.654
4358,6014,RIT2,Ras like without CAAX 2,0.00063244,0.647,0.538
4360,6016,RIT1,Ras like without CAAX 1,0.13281,0.527,0.808
4365,6023,RMRP,RNA component of mitochondrial RNA processing endoribonuclease,,0.519,0.731
4368,6036,RNASE2,ribonuclease A family member 2,,0.621,0.692
4369,6037,RNASE3,ribonuclease A family member 3,,0.49,0.808
4377,6048,RNF5,ring finger protein 5,3.6989e-05,0.716,0.538
4393,6091,ROBO1,roundabout guidance receptor 1,7.2696e-16,0.535,0.731
4394,6092,ROBO2,roundabout guidance receptor 2,1,0.633,0.462
4397,6095,RORA,RAR related orphan receptor A,0.40096,0.533,0.808
4398,6096,RORB,RAR related orphan receptor B,0.99991,0.644,0.5
4404,6103,RPGR,retinitis pigmentosa GTPase regulator,0.99804,0.536,0.692
4411,6121,RPE65,retinoid isomerohydrolase RPE65,6.4889e-14,0.417,0.808
4413,6123,RPL3L,ribosomal protein L3 like,4.947e-16,0.89,0.192
4415,6125,RPL5,ribosomal protein L5,0.99776,0.617,0.615
4421,6134,RPL10,ribosomal protein L10,0.90915,0.568,0.731
4422,6135,RPL11,ribosomal protein L11,0.96088,0.65,0.577
4425,6138,RPL15,ribosomal protein L15,0.97146,0.686,0.615
4427,6141,RPL18,ribosomal protein L18,0.96644,0.743,0.385
4430,6144,RPL21,ribosomal protein L21,0.83747,0.839,0.115
4433,6150,MRPL23,mitochondrial ribosomal protein L23,1.6288e-08,0.89,0.115
4435,6154,RPL26,ribosomal protein L26,0.9163,0.695,0.423
4436,6155,RPL27,ribosomal protein L27,0.85027,0.769,0.385
4445,6165,RPL35A,ribosomal protein L35a,0.89535,0.736,0.385
4448,6168,RPL37A,ribosomal protein L37a,0.0051255,0.839,0.346
4458,6185,RPN2,ribophorin II,0.11487,0.686,0.462
4459,6187,RPS2,ribosomal protein S2,0.8469,0.76,0.462
4461,6189,RPS3A,ribosomal protein S3A,0.97002,0.839,0.192
4467,6196,RPS6KA2,ribosomal protein S6 kinase A2,0.0094073,0.636,0.538
4468,6197,RPS6KA3,ribosomal protein S6 kinase A3,0.99999,0.491,0.846
4469,6198,RPS6KB1,ribosomal protein S6 kinase B1,0.97285,0.511,0.731
4471,6201,RPS7,ribosomal protein S7,0.95439,0.682,0.462
4473,6203,RPS9,ribosomal protein S9,0.87956,0.78,0.154
4474,6204,RPS10,ribosomal protein S10,0.97108,0.729,0.462
4478,6208,RPS14,ribosomal protein S14,0.90388,0.631,0.5
4480,6210,RPS15A,ribosomal protein S15a,0.802,0.638,0.538
4482,6218,RPS17,ribosomal protein S17,0.32566,0.751,0.462
4483,6222,RPS18,ribosomal protein S18,0.9759,0.861,0.192
4484,6223,RPS19,ribosomal protein S19,0.92111,0.48,0.846
4485,6224,RPS20,ribosomal protein S20,0.020686,0.61,0.692
4488,6229,RPS24,ribosomal protein S24,0.68141,0.695,0.423
4490,6231,RPS26,ribosomal protein S26,0.84833,0.716,0.538
4491,6232,RPS27,ribosomal protein S27,0.75663,0.578,0.769
4493,6234,RPS28,ribosomal protein S28,0.68259,0.716,0.423
4494,6235,RPS29,ribosomal protein S29,0.29053,0.729,0.423
4496,6237,RRAS,RAS related,0.004663,0.543,0.808
4498,6239,RREB1,ras responsive element binding protein 1,1,0.5,0.808
4499,6240,RRM1,ribonucleotide reductase catalytic subunit M1,1,0.552,0.692
4500,6241,RRM2,ribonucleotide reductase regulatory subunit M2,0.2964,0.555,0.769
4505,6251,RSU1,Ras suppressor protein 1,0.00089071,0.716,0.308
4510,6258,RXRG,retinoid X receptor gamma,0.42421,0.674,0.615
4512,6261,RYR1,ryanodine receptor 1,1.5944e-29,0.489,0.808
4513,6262,RYR2,ryanodine receptor 2,0.99999,0.539,0.615
4514,6263,RYR3,ryanodine receptor 3,0.70566,0.666,0.462
4516,6272,SORT1,sortilin 1,0.99987,0.573,0.615
4517,6273,S100A2,S100 calcium binding protein A2,5.8403e-05,0.603,0.577
4519,6275,S100A4,S100 calcium binding protein A4,0.0061838,0.448,0.769
4521,6277,S100A6,S100 calcium binding protein A6,0.17565,0.51,0.808
4522,6278,S100A7,S100 calcium binding protein A7,0.45274,0.546,0.769
4523,6279,S100A8,S100 calcium binding protein A8,0.13761,0.43,0.962
4524,6280,S100A9,S100 calcium binding protein A9,0.4777,0.433,0.885
4525,6281,S100A10,S100 calcium binding protein A10,0.16843,0.528,0.769
4526,6282,S100A11,S100 calcium binding protein A11,0.0084662,0.556,0.731
4527,6283,S100A12,S100 calcium binding protein A12,0.48234,0.488,0.846
4528,6284,S100A13,S100 calcium binding protein A13,0.049652,0.751,0.154
4529,6285,S100B,S100 calcium binding protein B,0.04387,0.383,0.923
4530,6286,S100P,S100 calcium binding protein P,0.033257,0.78,0.346
4531,6288,SAA1,serum amyloid A1,0.01493,0.513,0.808
4532,6289,SAA2,serum amyloid A2,2.7019e-06,0.568,0.731
4535,6293,VPS52,VPS52 subunit of GARP complex,0.00038938,0.78,0.231
4537,6295,SAG,S-antigen visual arrestin,1.4921e-16,0.57,0.731
4541,6299,SALL1,spalt like transcription factor 1,0.99971,0.539,0.808
4543,6301,SARS1,seryl-tRNA synthetase 1,0.99925,0.558,0.769
4545,6303,SAT1,spermidine/spermine N1-acetyltransferase 1,0.8706,0.539,0.808
4548,6307,MSMO1,methylsterol monooxygenase 1,0.089971,0.729,0.385
4549,6309,SC5D,sterol-C5-desaturase,0.0025941,0.641,0.577
4550,6310,ATXN1,ataxin 1,0.97498,0.534,0.769
4551,6311,ATXN2,ataxin 2,0.85289,0.482,0.808
4553,6315,ATXN8OS,ATXN8 opposite strand lncRNA,,0.65,0.423
4554,6317,SERPINB3,serpin family B member 3,8.2146e-16,0.565,0.615
4555,6318,SERPINB4,serpin family B member 4,8.7622e-17,0.623,0.423
4556,6319,SCD,stearoyl-CoA desaturase,0.96968,0.49,0.808
4557,6320,CLEC11A,C-type lectin domain containing 11A,0.00038003,0.633,0.577
4559,6323,SCN1A,sodium voltage-gated channel alpha subunit 1,1,0.477,0.808
4560,6324,SCN1B,sodium voltage-gated channel beta subunit 1,0.10186,0.575,0.538
4561,6326,SCN2A,sodium voltage-gated channel alpha subunit 2,1,0.518,0.731
4563,6328,SCN3A,sodium voltage-gated channel alpha subunit 3,1,0.617,0.538
4564,6329,SCN4A,sodium voltage-gated channel alpha subunit 4,0.01294,0.554,0.731
4565,6330,SCN4B,sodium voltage-gated channel beta subunit 4,6.4529e-07,0.705,0.346
4566,6331,SCN5A,sodium voltage-gated channel alpha subunit 5,0.91291,0.513,0.654
4567,6332,SCN7A,sodium voltage-gated channel alpha subunit 7,2.1568e-17,0.585,0.692
4568,6334,SCN8A,sodium voltage-gated channel alpha subunit 8,1,0.51,0.731
4569,6335,SCN9A,sodium voltage-gated channel alpha subunit 9,4.7524e-19,0.543,0.615
4570,6336,SCN10A,sodium voltage-gated channel alpha subunit 10,9.9457e-38,0.566,0.692
4571,6337,SCNN1A,sodium channel epithelial 1 subunit alpha,1.0835e-11,0.601,0.577
4572,6338,SCNN1B,sodium channel epithelial 1 subunit beta,5.7545e-08,0.628,0.577
4574,6340,SCNN1G,sodium channel epithelial 1 subunit gamma,0.48199,0.633,0.577
4575,6341,SCO1,synthesis of cytochrome C oxidase 1,0.00022337,0.638,0.769
4576,6342,SCP2,sterol carrier protein 2,8.7451e-07,0.644,0.5
4577,6343,SCT,secretin,1.4425e-07,0.484,0.846
4578,6344,SCTR,secretin receptor,2.4257e-12,0.678,0.423
4580,6346,CCL1,C-C motif chemokine ligand 1,0.0079669,0.587,0.692
4581,6347,CCL2,C-C motif chemokine ligand 2,0.60786,0.321,0.962
4582,6348,CCL3,C-C motif chemokine ligand 3,0.34981,0.46,0.885
4583,6349,CCL3L1,C-C motif chemokine ligand 3 like 1,0.12057,0.65,0.654
4584,6351,CCL4,C-C motif chemokine ligand 4,0.24134,0.466,0.923
4585,6352,CCL5,C-C motif chemokine ligand 5,0.0017516,0.403,0.885
4586,6354,CCL7,C-C motif chemokine ligand 7,0.00089294,0.548,0.846
4587,6355,CCL8,C-C motif chemokine ligand 8,0.041412,0.546,0.692
4588,6356,CCL11,C-C motif chemokine ligand 11,0.010211,0.473,0.885
4593,6361,CCL17,C-C motif chemokine ligand 17,0.00013932,0.518,0.808
4594,6362,CCL18,C-C motif chemokine ligand 18,0.0091743,0.489,0.846
4596,6364,CCL20,C-C motif chemokine ligand 20,0.00024242,0.474,0.846
4597,6366,CCL21,C-C motif chemokine ligand 21,0.036239,0.502,0.769
4598,6367,CCL22,C-C motif chemokine ligand 22,0.0084014,0.5,0.846
4599,6368,CCL23,C-C motif chemokine ligand 23,0.00059735,0.76,0.346
4602,6372,CXCL6,C-X-C motif chemokine ligand 6,2.7101e-09,0.582,0.692
4603,6373,CXCL11,C-X-C motif chemokine ligand 11,0.31408,0.519,0.808
4605,6375,XCL1,X-C motif chemokine ligand 1,0.0012982,0.601,0.692
4606,6376,CX3CL1,C-X3-C motif chemokine ligand 1,0.60837,0.478,0.808
4611,6385,SDC4,syndecan 4,0.0041475,0.603,0.615
4613,6387,CXCL12,C-X-C motif chemokine ligand 12,0.11851,0.379,0.846
4615,6389,SDHA,succinate dehydrogenase complex flavoprotein subunit A,2.6088e-10,0.517,0.731
4616,6390,SDHB,succinate dehydrogenase complex iron sulfur subunit B,0.00024397,0.474,0.846
4617,6391,SDHC,succinate dehydrogenase complex subunit C,0.00020065,0.517,0.846
4618,6392,SDHD,succinate dehydrogenase complex subunit D,0.33697,0.472,0.885
4623,6399,TRAPPC2,trafficking protein particle complex 2,0.002414,0.722,0.308
4625,6401,SELE,selectin E,7.9058e-10,0.447,0.808
4626,6402,SELL,selectin L,4.9624e-07,0.505,0.846
4627,6403,SELP,selectin P,5.0448e-32,0.46,0.769
4632,6414,SELENOP,selenoprotein P,8.2884e-07,0.545,0.769
4634,6416,MAP2K4,mitogen-activated protein kinase kinase 4,0.99709,0.559,0.692
4635,6418,SET,SET nuclear proto-oncogene,0.99597,0.507,0.808
4638,6422,SFRP1,secreted frizzled related protein 1,0.96457,0.479,0.846
4639,6423,SFRP2,secreted frizzled related protein 2,0.0016693,0.544,0.731
4640,6424,SFRP4,secreted frizzled related protein 4,9.2586e-05,0.524,0.654
4641,6425,SFRP5,secreted frizzled related protein 5,5.1843e-06,0.559,0.692
4644,6428,SRSF3,serine and arginine rich splicing factor 3,0.96323,0.619,0.615
